Course Code,Course Title,points_r1_2021,points_r2_2021,EOS 2021,EOS Mid 2021,points_r1_2020,points_r2_2020,EOS 2020,EOS Mid 2020,EOS 2019,EOS Mid 2019,EOS 2018,EOS Mid 2018
DN253,Agri - Environmental Sciences,,,,,418.0,,413.0,443.0,403.0,,396.0,409.0
DN271,Forestry,,,,,311.0,,311.0,359.0,303.0,,321.0,367.0
DN272,"Horticulture, Landscape and Sportsturf Management",,,,,297.0,282.0,282.0,378.0,252.0,,,321.0
GC305,International Hospitality Management,,,,,253.0,253.0,253.0,253.0,327.0,,258.0,300.0
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,,,,409.0,,409.0,456.0,330.0,,308.0,398.0
GY112,Arts with Film Studies,,,,,321.0,,321.0,399.0,338.0,,337.0,370.0
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,,,,350.0,,350.0,397.0,309.0,,308.0,347.0
GY121,Arts (Children`s Studies),,,,,356.0,,356.0,419.0,356.0,,350.0,378.0
GY124,Arts (Arts with Data Science),,,,,454.0,,454.0,490.0,434.0,,425.0,509.0
GY126,Arts (English and Media Studies),,,,,391.0,,391.0,462.0,418.0,,408.0,430.0
GY131,Arts (History and Globalisation Studies),,,,,360.0,,360.0,440.0,340.0,,,
LC401,Early Childhood Education and Care,,,,,297.0,,297.0,298.0,298.0,,,
LC414,Data Analytics and Cyber Security,,,,,236.0,,236.0,336.0,,,,
LC434,Environmental Science and Agriculture,,,,,297.0,,297.0,349.0,278.0,,299.0,347.0
LC613,Early Childhood Education and Care,,,,,242.0,,242.0,327.0,346.0,,,
MH405,Equine Business,,,,,357.0,,357.0,408.0,357.0,,358.0,390.0
SG142,Business in International Marketing and Languages (French),,,,,279.0,,279.0,386.0,270.0,,261.0,357.0
SG144,Business in International Marketing and Languages (Spanish),,,,,270.0,,270.0,347.0,280.0,,268.0,280.0
SG250,Application Design and User Experience,,,,,412.0,,412.0,412.0,290.0,,317.0,354.0
SG251,Computing (Smart Technologies),,,,,327.0,,342.0,367.0,303.0,,290.0,371.0
TR012,History and Political Science,,,,,555.0,554.0,552.0,578.0,532.0,557.0,534.0,564.0
TR017,Law and Business,,,,,602.0,,602.0,613.0,576.0,589.0,577.0,589.0
TR020,Law and Political Science,,,,,602.0,,601.0,613.0,567.0,600.0,578.0,595.0
TR029,Political Science and Geography,,,,,526.0,520.0,510.0,533.0,477.0,500.0,496.0,522.0
TR082,Computer Science and Business,,,,,555.0,,555.0,578.0,510.0,,509.0,532.0
TR083,Sociology and Social Policy,,,,,498.0,487.0,478.0,513.0,451.0,,452.0,480.0
TR452,History/Sociology,,,,,529.0,,529.0,534.0,,,,
TR755,Sociology/Drama Studies,,,,,498.0,,498.0,543.0,,,,
TU803,Electronic Engineering,,,,,243.0,243.0,243.0,337.0,,,,
TU806,Sustainable Energy Engineering,,,,,262.0,,262.0,318.0,,,,
TU808,Engineering Software,,,,,260.0,260.0,260.0,339.0,,,,
TU809,Mechanical Engineering,,,,,235.0,,235.0,347.0,,,,
TU813,Automation Engineering,,,,,218.0,218.0,218.0,339.0,,,,
TU873,Industrial Mathematics,,,,,250.0,250.0,250.0,392.0,,,,
TU901,Business,,,,,270.0,,270.0,307.0,,,,
TU908,Management,,,,,262.0,253.0,253.0,337.0,,,,
TU909,Accounting and Finance,,,,,285.0,,285.0,326.0,,,,
TU911,Accounting and Finance,,,,,209.0,192.0,192.0,319.0,,,,
TU913,Business and Information Technology,,,,,252.0,,252.0,299.0,,,,
TU915,International Business,,,,,252.0,,252.0,302.0,,,,
TU916,International Business,,,,,235.0,235.0,235.0,337.0,,,,
TU923,Marketing Management,,,,,228.0,276.0,228.0,318.0,,,,
TU966,Languages and English Studies,,,,,366.0,,434.0,466.0,,,,
TU971,Contemporary Visual Culture,,,,,290.0,,290.0,320.0,,,,
TU972,Creative and Cultural Industries,,,,,281.0,,281.0,369.0,,,,
TU986,Print Media Technology and Management,,,,,289.0,,289.0,300.0,,,,
TU993,Early Childhood Care and Education,,,,,270.0,,270.0,311.0,,,,
TU994,Early Childhood Care and Education,,,,,321.0,251.0,230.0,304.0,,,,
WD149,Early Childhood Studies,,,,,271.0,,271.0,368.0,288.0,,288.0,340.0
AL853,Accounting and Law,,,,,,,,,305.0,320.0,377.0,397.0
CW178,Sport Science (options),,,,,,,,,399.0,424.0,390.0,412.0
CK116,Sports Studies and Physical Education,,,,,,,,,499.0,,487.0,507.0
CK502,Food Marketing and Entrepreneurship,,,,,,,,,433.0,,445.0,473.0
CK506,International Development and Food Policy,,,,,,,,,367.0,,367.0,430.0
DC005,Education - Primary Teaching - Irish Sign Language,,,,,,,,,316.0,,,
DC167,Physics with Astronomy,,,,,,,,,434.0,,444.0,477.0
DC171,Applied Physics,,,,,,,,,402.0,,413.0,465.0
DC173,Physics with Biomedical Sciences,,,,,,,,,402.0,,466.0,487.0
DT001,Product Design,,,,,,,,,433.0,,441.0,466.0
DT028,Transport Operations and Technology,,,,,,,,,279.0,,264.0,327.0
DT035,Electrical Services and Energy Management,,,,,,,,,293.0,,289.0,329.0
DT066,Engineering (General Entry),,,,,,,,,400.0,,372.0,444.0
DT101,Architecture (test and interview),,,,,,,,,618.0,,616.0,643.0
DT106,Planning and Environmental Management,,,,,,,,,312.0,,290.0,330.0
DT110,Property Economics (Valuation Surveying),,,,,,,,,367.0,,381.0,420.0
DT111,Quantity Surveying and Construction Economics,,,,,,,,,391.0,,377.0,409.0
DT112,Geographic Science,,,,,,,,,287.0,,282.0,338.0
DT117,Construction Management,,,,,,,,,356.0,,346.0,371.0
DT175,Architectural Technology,,,,,,,,,388.0,,358.0,401.0
DT201,Science (General Entry),,,,,,,,,464.0,,456.0,466.0
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,,,,,,,341.0,,326.0,382.0
DT204,Biomedical Science,,,,,,,,,501.0,,498.0,510.0
DT205,Mathematical Sciences,,,,,,,,,315.0,,297.0,375.0
DT206,Biomedical and Molecular Diagnostics,,,,,,,,,473.0,,445.0,462.0
DT211,Computer Science (Infrastructure),,,,,,,,,381.0,,356.0,392.0
DT220,Industrial Mathematics,,,,,,,,,300.0,,250.0,362.0
DT221,Physics with Energy and Environment,,,,,,,,,348.0,,323.0,378.0
DT222,Physics Technology,,,,,,,,,321.0,,306.0,402.0
DT223,Human Nutrition and Dietetics,,,,,,,,,553.0,,556.0,567.0
DT224,Optometry,,,,,,,,,487.0,,475.0,489.0
DT225,Public Health Nutrition,,,,,,,,,440.0,,455.0,473.0
DT227,Science with Nanotechnology,,,,,,,,,312.0,,309.0,361.0
DT228,Computer Science,,,,,,,,,451.0,,434.0,462.0
DT229,Clinical Measurement Science,,,,,,,,,491.0,,454.0,478.0
DT235,Physics with Medical Physics and Bioengineering,,,,,,,,,357.0,,361.0,420.0
DT282,Computer Science (International),,,,,,,,,377.0,,350.0,387.0
DT299,Chemical Sciences with Medicinal Chemistry,,,,,,,,,420.0,,441.0,465.0
DT302,Business Analytics,,,,,,,,,325.0,,330.0,391.0
DT304,E-Commerce in Retailing,,,,,,,,,341.0,,351.0,388.0
DT321,Business and Law,,,,,,,,,462.0,,463.0,476.0
DT341,Marketing,,,,,,,,,400.0,,408.0,424.0
DT343,Retail and Services Management,,,,,,,,,301.0,,301.0,336.0
DT354,Business Computing,,,,,,,,,322.0,,341.0,369.0
DT358,Logistics and Supply Chain Management,,,,,,,,,300.0,,316.0,349.0
DT365,Business and Management,,,,,,,,,440.0,,445.0,463.0
DT366,Accounting and Finance,,,,,,,,,432.0,,440.0,462.0
DT398,Human Resource Management,,,,,,,,,375.0,,375.0,409.0
DT399,Economics and Finance,,,,,,,,,437.0,,443.0,462.0
DT401,International Hospitality Management,,,,,,,,,300.0,,304.0,338.0
DT405,Culinary Science,,,,,,,,,308.0,,308.0,399.0
DT407,Culinary Arts,,,,,,,,,271.0,,280.0,339.0
DT412,Tourism Marketing,,,,,,,,,284.0,,280.0,319.0
DT413,Event Management,,,,,,,,,356.0,,357.0,388.0
DT416,Culinary Entrepreneurship,,,,,,,,,275.0,,280.0,342.0
DT420,Nutraceuticals in Health and Nutrition,,,,,,,,,392.0,,401.0,434.0
DT421,Food Innovation,,,,,,,,,321.0,,326.0,371.0
DT422,Pharmaceutical Healthcare,,,,,,,,,397.0,,397.0,424.0
DT491,Environmental Health,,,,,,,,,343.0,,305.0,378.0
DT501,Music,,,,,,,,,383.0,,415.0,545.0
DT504,Film and Broadcasting,,,,,,,,,443.0,,445.0,468.0
DT506,Commercial Modern Music,,,,,,,,,468.0,,540.0,836.0
DT508,Game Design,,,,,,,,,403.0,,387.0,420.0
DT517,Languages and English Studies,,,,,,,,,326.0,,283.0,388.0
DT518,Languages and International Tourism,,,,,,,,,307.0,,298.0,345.0
DT529,Drama (Performance),,,,,,,,,371.0,,372.0,489.0
DT532,Law (LL.B.),,,,,,,,,422.0,,419.0,441.0
DT533,Contemporary Visual Culture,,,,,,,,,,,272.0,326.0
DT544,Interior Design,,,,,,,,,552.0,,730.0,888.0
DT545,Design - Visual Communication,,,,,,,,,667.0,,880.0,950.0
DT546,Fine Art,,,,,,,,,668.0,,628.0,762.0
DT555,International Business and Languages,,,,,,,,,353.0,,350.0,411.0
DT559,Photography,,,,,,,,,700.0,,660.0,870.0
DT571,Social Care,,,,,,,,,394.0,,377.0,409.0
DT572,Early Childhood Education,,,,,,,,,385.0,,366.0,389.0
DT582,Journalism,,,,,,,,,347.0,,346.0,377.0
DT596,Print Media Technology and Management,,,,,,,,,252.0,,226.0,293.0
DT597,Creative and Cultural Industries,,,,,,,,,280.0,,279.0,326.0
DL835,Creative Media Technologies,,,,,,,,,237.0,,226.0,291.0
GC405,International Hospitality Management (Dublin),,,,,,,,,254.0,,244.0,297.0
ID003,Business Studies with Chinese,,,,,,,,,,,353.0,353.0
BN101,Business,,,,,,,,,252.0,,255.0,298.0
BN103,Business and Information Technology,,,,,,,,,254.0,,274.0,336.0
BN104,Computing (Information Technology),,,,,,,,,260.0,,261.0,306.0
BN107,Applied Social Studies in Social Care,,,,,,,,,300.0,,290.0,310.0
BN108,Engineering (Common Entry with Award options),,,,,,,,,271.0,,270.0,310.0
BN109,Business (Common Entry with Award options),,,,,,,,,260.0,,261.0,299.0
BN110,International Business,,,,,,,,,253.0,,251.0,300.0
BN111,Sports Management and Coaching,,,,,,,,,270.0,,270.0,308.0
BN112,Creative Digital Media,,,,,,,,,280.0,,271.0,312.0
BN113,Horticulture,,,,,,,,,289.0,,245.0,300.0
BN114,Accounting and Finance,,,,,,,,,280.0,,274.0,299.0
BN115,Community and Youth Development,,,,,,,,,250.0,,253.0,279.0
BN117,Computer Engineering in Mobile Systems,,,,,,,,,273.0,,261.0,292.0
BN118,Early Childhood Care and Education,,,,,,,,,290.0,,290.0,316.0
BN119,Digital Marketing,,,,,,,,,270.0,,276.0,290.0
BN120,Digital Forensics and Cyber Security,,,,,,,,,281.0,,270.0,300.0
BN121,Mechatronic Engineering,,,,,,,,,276.0,,270.0,315.0
BN123,"Design,Technology and Innovation",,,,,,,,,297.0,,,
TA022,Creative Digital Media,,,,,,,,,260.0,,253.0,306.0
TA023,Advertising and Marketing Communications,,,,,,,,,235.0,,219.0,290.0
TA024,Early Childhood Care and Education,,,,,,,,,217.0,,,
TA025,Social Care Practice,,,,,,,,,261.0,,260.0,298.0
TA026,International Hospitality and Tourism Management,,,,,,,,,208.0,,186.0,291.0
TA027,Botanical Cuisine,,,,,,,,,236.0,,,
TA028,Digital Marketing Technologies,,,,,,,,,220.0,,,
TA121,Accounting and Finance,,,,,,,,,202.0,,210.0,287.0
TA122,Management,,,,,,,,,218.0,,221.0,286.0
TA123,Marketing Management,,,,,,,,,207.0,,210.0,282.0
TA125,International Business,,,,,,,,,229.0,,201.0,289.0
TA221,Electronic Engineering,,,,,,,,,251.0,,226.0,290.0
TA222,Mechanical Engineering,,,,,,,,,243.0,,226.0,313.0
TA223,Sustainable Energy Engineering,,,,,,,,,236.0,,238.0,301.0
TA224,Biomedical Design,,,,,,,,,218.0,,228.0,327.0
TA225,Automation Engineering,,,,,,,,,235.0,,236.0,360.0
TA226,Engineering Software,,,,,,,,,243.0,,303.0,330.0
TA321,Pharmaceutical Science,,,,,,,,,261.0,,252.0,295.0
TA322,Computing,,,,,,,,,200.0,,237.0,289.0
TA323,Computing with IT Management,,,,,,,,,243.0,,,
TA326,DNA and Forensic Analysis,,,,,,,,,300.0,,280.0,319.0
TA327,Sports Science and Health,,,,,,,,,341.0,,320.0,372.0
TA328,Computing with Language (French/German/Spanish),,,,,,,,,218.0,317.0,262.0,314.0
TA329,Computing with Data Analytics,,,,,,,,,218.0,296.0,274.0,328.0
NC025,Data Science,,,,,,,,,297.0,371.0,,
GA385,Retail Management,,,,,,,,,219.0,,254.0,289.0
LY218,Business - with Spanish/Irish options,,,,,,,,,298.0,,229.0,291.0
CI101,Counselling and Psychotherapy (Limerick),,,,,,,,,276.0,,202.0,317.0
LC411,Marketing and Management (Thurles),,,,,,,,,226.0,,316.0,357.0
SG149,Business in Finance and Investment,,,,,,,,,262.0,,272.0,366.0
SG441,Environmental Science,,,,,,,,,297.0,,288.0,340.0
SG446,Applied Archaeology,,,,,,,,,289.0,,330.0,346.0
TL803,Music Technology,,,,,,,,,264.0,,261.0,317.0
TL812,Computing with Digital Media,,,,,,,,,369.0,,308.0,387.0
WD148,Tourism Marketing,,,,,,,,,269.0,,268.0,298.0
AL844,Toxicology and Analytical Science,,,,,,,,,,,337.0,421.0
CR312,Web Development,,,,,,,,,,,290.0,327.0
CK117,Economics (Transformational Learning) - 3 or 4 years (Int`l Pathway),,,,,,,,,,,413.0,444.0
CK210,Government,,,,,,,,,,,351.0,412.0
DB520,Business Studies (with work placement),,,,,,,,,,,243.0,320.0
DT255,Information Systems and IT (Leaving Certificate 3 Years Prior),,,,,,,,,,,309.0,330.0
GC431,Computing Science (Cloud Computing - Dublin),,,,,,,,,,,403.0,403.0
GC432,Computing Science (Software Development - Dublin),,,,,,,,,,,251.0,280.0
GC433,Computing Science (Network Management - Dublin),,,,,,,,,,,,
GC434,Computing Science (Games Development - Dublin),,,,,,,,,,,203.0,264.0
NC004,Business Information Systems,,,,,,,,,,,289.0,311.0
TR008,World Religions and Theology,,,,,,,,,,,366.0,425.0
DK817,Business Studies (Years 1 & 2 at Monaghan Inst. and final year at DKIT),,,,,,,,,,,320.0,347.0
DK881,Environmental Bioscience,,,,,,,,,,,300.0,327.0
DK890,Multimedia Web Development,,,,,,,,,,,,
GA886,Business - Mayo Campus,,,,,,,,,,,,
GA888,Sustainable Building Technology - Mayo Campus,,,,,,,,,,,308.0,328.0
GY103,Arts (Public and Social Policy),,,,,,,,,,,346.0,390.0
LC231,Business Information Systems,,,,,,,,,,,298.0,377.0
LC421,Business Studies with Sports Management (Thurles),,,,,,,,,,,243.0,307.0
LM120,Aircraft Maintenance and Airworthiness Engineering,,,,,,,,,,,430.0,446.0
MH102,Music Technology,,,,,,,,,,,317.0,403.0
MH108,European Studies,,,,,,,,,,,328.0,361.0
SG143,Business in International Marketing and Sales with German,,,,,,,,,,,245.0,298.0
SG345,Architectural Design,,,,,,,,,,,261.0,307.0
TL805,Business Information Management,,,,,,,,,,,,
TL820,Travel and Tourism Management,,,,,,,,,,,,
WD168,Entertainment Systems,,,,,,,,,,,251.0,351.0
WD197,The Internet of Things,,,,,,,,,,,260.0,329.0
